"","spp.abb","AphiaID","AphiaID_acc","Species","Genus","Family","Order","Class","Phylum","Body_Size.value","MovementMethod-burrower","MovementMethod-crawler","MovementMethod-floater","MovementMethod-motile","MovementMethod-permanent_attachment","MovementMethod-sessile","MovementMethod-swimmer","MovementMethod-temporary_attachment","MovementMethod-tube-dwelling","Feeding_Method-browser","Feeding_Method-deposit_feeder","Feeding_Method-filter_feeder","Feeding_Method-grazer","Feeding_Method-predator","Feeding_Method-scavenger","Feeding_Method-suspension_feeder","Sociability-colonial","Sociability-gregarious","Sociability-solitary","Sociability-sometimes_gregarious","Lifespan","Migration-irregular/single_migration","Migration-non-migratory","Migration-regular","Habitat-demersal","Habitat-epifaunal","Habitat-infaunal","Diet-benthic_organisms","Diet-detritus","Diet-macroalgae","Diet-micro-organisms","Diet-omnivore","Diet-plankton","Diet-sediment_particles","Diet-suspended_particles/material","Reproductive_Frequency-annual","Reproductive_Frequency-biannual","Reproductive_Frequency-semelparous","Larval_Feeding_Strategy-lecithotrophic","Larval_Feeding_Strategy-planktotrophic","Reproductive_Period-episodic","Reproductive_Period-protracted","Developmental_Mechanism-benthic_larval_development","Developmental_Mechanism-direct_development","Developmental_Mechanism-fission","Developmental_Mechanism-larval_development","Developmental_Mechanism-oviparous","Developmental_Mechanism-pelagic_larval_development","Reproductive_Timing-1","Reproductive_Timing-2","Reproductive_Timing-3","Reproductive_Timing-4","Reproductive_Timing-5","Reproductive_Timing-6","Reproductive_Timing-7","Reproductive_Timing-8","Reproductive_Timing-9","Reproductive_Timing-10","Reproductive_Timing-11","Reproductive_Timing-12","Age_at_Maturity.value","Larval_Duration.value","Fecundity.value","Size_of_Eggs.value"
"Scaphander lignarius","Scpl",139488,139488,"Scaphander lignarius","Scaphander","Scaphandridae","Cephalaspidea","Gastropoda","Mollusca",0.082792848538806,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semibalanus balanoides","Smbb",106210,106210,"Semibalanus balanoides","Semibalanus","Archaeobalanidae","Sessilia","Maxillopoda","Arthropoda",-0.346455227153354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.18051451742775,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,-0.50858571395108,0.0179264284936194,-0.270346203624235,NA
"Serpula vermicularis","Srpv",131051,131051,"Serpula vermicularis","Serpula","Serpulidae","Sabellida","Polychaeta","Annelida",-0.468552457572457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.468643458706658,0,1,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,-0.50858571395108,NA,NA,NA
"Sertularia cupressina","Srtc",117913,117913,"Sertularia cupressina","Sertularia","Sertulariidae","Leptothecata","Hydrozoa","Cnidaria",-0.0125956127261184,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,-0.50858571395108,-0.483031299273281,NA,NA
"Spatangus purpureus","Sptp",124418,124418,"Spatangus purpureus","Spatangus","Spatangidae","Spatangoida","Echinoidea","Echinodermata",-0.375071765532831,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.359727247470203,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.789572296244495,NA,NA,NA
"Sphaerosyllis bulbosa","Sphb",131379,131379,"Sphaerosyllis bulbosa","Sphaerosyllis","Syllidae","Phyllodocida","Polychaeta","Annelida",-0.483814611374845,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spio filicornis","Spfl",131183,131183,"Spio filicornis","Spio","Spionidae","Spionida","Polychaeta","Annelida",-0.460921380671263,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,0,0,-0.50858571395108,-0.817003117784547,-0.272724627473918,-0.487147392789487
"Spiophanes bombyx","Sppb",131187,131187,"Spiophanes bombyx","Spiophanes","Spionidae","Spionida","Polychaeta","Annelida",-0.432304842291786,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spisula elliptica","Spse",140300,140300,"Spisula elliptica","Spisula","Mactridae","Veneroida","Bivalvia","Mollusca",-0.460921380671263,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spisula subtruncata","Spslsb",140302,140302,"Spisula subtruncata","Spisula","Mactridae","Veneroida","Bivalvia","Mollusca",-0.460921380671263,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenothoe marina","Stnm",103166,103166,"Stenothoe marina","Stenothoe","Stenothoidae","Amphipoda","Malacostraca","Arthropoda",-0.483814611374845,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thracia villosiuscula","Thrv",141651,141651,"Thracia villosiuscula","Thracia","Thraciidae","Anomalodesmata","Bivalvia","Mollusca",-0.460921380671263,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thyasira flexuosa","Thysf",141662,141662,"Thyasira flexuosa","Thyasira","Thyasiridae","Lucinoida","Bivalvia","Mollusca",-0.394149457785816,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thyone fusus","Thynf",124670,124670,"Thyone fusus","Thyone","Phyllophoridae","Dendrochirotida","Holothuroidea","Echinodermata",1.41823130624775,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timoclea ovata","Tmco",141929,141929,"Timoclea ovata","Timoclea","Veneridae","Veneroida","Bivalvia","Mollusca",-0.470460226797756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tubularia indivisa","Tbli",117994,117994,"Tubularia indivisa","Tubularia","Tubulariidae","Anthoathecata","Hydrozoa","Cnidaria",3.32600053154624,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,NA
"Turritella communis","Trrc",141872,141872,"Turritella communis","Turritella","Turritellidae","Caenogastropoda","Gastropoda","Mollusca",-0.437074265355032,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,-0.18051451742775,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,NA,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292226045585151,NA,NA,NA
"Oshurkovia littoralis","Oshl",111586,146830,"Oshurkovia littoralis","Umbonula","Umbonulidae","Cheilostomatida","Gymnolaemata","Bryozoa",-0.479999072924248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,NA
"Upogebia deltaura","Upgd",107739,107739,"Upogebia deltaura","Upogebia","Upogebiidae","Decapoda","Malacostraca","Arthropoda",-0.346455227153354,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urothoe elegans","Urte",103228,103228,"Urothoe elegans","Urothoe","Urothoidae","Amphipoda","Malacostraca","Arthropoda",-0.485722380600143,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urticina felina","Urtf",100834,100834,"Urticina felina","Urticina","Actiniidae","Actiniaria","Anthozoa","Cnidaria",0.464346693598504,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,3.67257601487878
"Virgularia mirabilis","Vrgm",128539,128539,"Virgularia mirabilis","Virgularia","Virgulariidae","Pennatulacea","Anthozoa","Cnidaria",0.082792848538806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,NA,NA,NA,NA
"Donax vittatus","Dnxv",139604,139604,"Donax vittatus","Donax","Donacidae","Veneroida","Bivalvia","Mollusca",-0.155678304623505,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypereteone foliosa","Hypf",130614,152250,"Hypereteone foliosa","Eteone","Phyllodocidae","Phyllodocida","Polychaeta","Annelida",2.37211591889699,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urothoe brevicornis","Urtb",103226,103226,"Urothoe brevicornis","Urothoe","Urothoidae","Amphipoda","Malacostraca","Arthropoda",-0.413227150038801,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urothoe poseidonis","Urtp",103235,103235,"Urothoe poseidonis","Urothoe","Urothoidae","Amphipoda","Malacostraca","Arthropoda",-0.432304842291786,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephtys longosetosa","Nphl",130364,130364,"Nephtys longosetosa","Nephtys","Nephtyidae","Phyllodocida","Polychaeta","Annelida",0.941288999923126,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kurtiella bidentata","Krtb",140380,345281,"Kurtiella bidentata","Mysella","Montacutidae","Veneroida","Bivalvia","Mollusca",-0.475229649861002,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,0,-0.50858571395108,-0.483031299273281,-0.272623417948399,NA
"Spisula solida","Spslsl",140301,140301,"Spisula solida","Spisula","Mactridae","Veneroida","Bivalvia","Mollusca",-0.0125956127261184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.18051451742775,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,-0.50858571395108,NA,NA,NA
"Unciola crenatipalma","Uncc",102057,102057,"Unciola crenatipalma","Unciola","Unciolidae","Amphipoda","Malacostraca","Arthropoda",-0.422765996165293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bodotria scorpioides","Bdts",110445,110445,"Bodotria scorpioides","Bodotria","Bodotriidae","Cumacea","Malacostraca","Arthropoda",-0.422765996165293,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crassicorophium crassicorne","Crsc",102089,397383,"Crassicorophium crassicorne","Corophium","Corophiidae","Amphipoda","Malacostraca","Arthropoda",-0.441843688418278,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,NA
"Novocrania anomala","Nvca",104051,235385,"Novocrania anomala","Neocrania","Craniidae","Craniida","Craniata","Brachiopoda",-0.475229649861002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.18051451742775,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,1,0,NA,-0.817003117784547,NA,-0.233505721590202
"Ampharete acutifrons","Ampa",129775,129775,"Ampharete acutifrons","Ampharete","Ampharetidae","Terebellida","Polychaeta","Annelida",0.273569771068655,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cirratulus cirratus","Crrc",129959,129959,"Cirratulus cirratus","Cirratulus","Cirratulidae","Terebellida","Polychaeta","Annelida",0.655123616128352,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.18051451742775,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292226045585151,NA,NA,-0.0475018293773939
"Lagis koreni","Lgsk",130595,152367,"Lagis koreni","Pectinaria","Pectinariidae","Terebellida","Polychaeta","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,NA
"Prionospio cirrifera","Prnc",131153,131153,"Prionospio cirrifera","Prionospio","Spionidae","Spionida","Polychaeta","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,-0.272749929855297,-0.859155177215104
"Scolelepis bonnieri","Sclb",131171,131171,"Scolelepis bonnieri","Scolelepis","Spionidae","Spionida","Polychaeta","Annelida",-0.42753541922854,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyporeia pelagica","Bthp",103066,103066,"Bathyporeia pelagica","Bathyporeia","Bathyporeiidae","Amphipoda","Malacostraca","Arthropoda",-0.432304842291786,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,NA,-0.272872646404988,NA
"Abludomelita obtusata","Ablo",102788,102788,"Abludomelita obtusata","Abludomelita","Melitidae","Amphipoda","Malacostraca","Arthropoda",-0.403688303912308,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gastrosaccus spinifer","Gsts",120020,120020,"Gastrosaccus spinifer","Gastrosaccus","Mysidae","Mysida","Malacostraca","Arthropoda",-0.42753541922854,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
